data_point_id,bank,metric,period,unit,checksum_expected,checksum_note,px_value,px_source,px_comment,px_version,cl_value,cl_source,cl_comment,cl_version,reconciled_value,reconciliation_status,reconciliation_note
DBS_NonII_2025,DBS,NonII,2025,S$m,,,8400,DBS AR five-year summary / 4Q Performance Summary (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,8400,DBS 4Q25 Perf Summary,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,8400.0,match,
OCBC_NonII_2016,OCBC,NonII,2016,S$m,,,3437,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3437,OCBC FY17 Financial Results,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3437.0,match,
OCBC_NonII_2017,OCBC,NonII,2017,S$m,,,4105,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4213,OCBC FY17 Financial Results,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4213,resolved,cl original basis (ties 5423+4213=9636); px 4105 = restated basis
OCBC_NonII_2018,OCBC,NonII,2018,S$m,,,3811,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3811,OCBC FY19 Financial Results,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3811.0,match,
OCBC_NonII_2019,OCBC,NonII,2019,S$m,,,4540,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4540,OCBC FY19 Financial Results,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4540.0,match,
OCBC_NonII_2020,OCBC,NonII,2020,S$m,,,4173,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4173,OCBC FY21 Media Release,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4173.0,match,
OCBC_NonII_2021,OCBC,NonII,2021,S$m,,,4741,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4741,OCBC FY21 Media Release,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4741.0,match,
OCBC_NonII_2022,OCBC,NonII,2022,S$m,3990,ORIGINAL (pre-SFRS17); restated=3598,3598,OCBC AR / Media Release (derived),"derived = TI−NII on restated basis (3,598); original basis was 3,987.",20260716-001 PxClOpus4.8,3598,OCBC FY23 Media Release (SFRS17-restated),"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3598.0,match,
OCBC_NonII_2023,OCBC,NonII,2023,S$m,,,3862,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3862,OCBC FY23 Media Release,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3862.0,match,
OCBC_NonII_2024,OCBC,NonII,2024,S$m,,,4718,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4718,OCBC FY25 Media Release,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4718.0,match,
OCBC_NonII_2025,OCBC,NonII,2025,S$m,5460,,5464,OCBC AR / Media Release (derived),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,5464,OCBC FY25 Media Release,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,5464.0,match,
UOB_NonII_2016,UOB,NonII,2016,S$m,,,3070,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3070,UOB gp-financial 4Q17,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3070.0,match,
UOB_NonII_2017,UOB,NonII,2017,S$m,,,3323,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3323,UOB gp-financial 4Q17,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3323.0,match,
UOB_NonII_2018,UOB,NonII,2018,S$m,,,2896,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,2896,UOB gp-financial 4Q19,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,2896.0,match,
UOB_NonII_2019,UOB,NonII,2019,S$m,,,3468,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3468,UOB gp-financial 4Q19,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3468.0,match,
UOB_NonII_2020,UOB,NonII,2020,S$m,,,3141,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3141,UOB cond FS 4Q21,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3141.0,match,
UOB_NonII_2021,UOB,NonII,2021,S$m,,,3401,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3401,UOB cond FS 4Q21,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3401.0,match,
UOB_NonII_2022,UOB,NonII,2022,S$m,,,3232,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,3232,UOB cond FS 4Q23,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,3232.0,match,
UOB_NonII_2023,UOB,NonII,2023,S$m,,,4253,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4253,UOB cond FS 4Q23 / CFO deck,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4253.0,match,
UOB_NonII_2024,UOB,NonII,2024,S$m,,,4620,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4620,UOB cond FS 4Q25,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4620.0,match,
UOB_NonII_2025,UOB,NonII,2025,S$m,4500,,4453,UOB AR / Financial Highlights (derived = TI−NII),derived = TI−NII; ties to bank-printed non-interest income,20260716-001 PxClOpus4.8,4453,UOB cond FS 4Q25,"=Total-NII (derived, Claude)",20260716-001 CwClOpus4.8,4453.0,match,
DBS_NetProfit_2016,DBS,NetProfit,2016,S$m,,,4238,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,4238,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,4238.0,match,
DBS_NetProfit_2017,DBS,NetProfit,2017,S$m,,,4371,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders (includes one-time items),20260716-001 PxClOpus4.8,4390,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,4390.0,match,
DBS_NetProfit_2018,DBS,NetProfit,2018,S$m,5630,,5577,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders (includes one-time items),20260716-001 PxClOpus4.8,5625,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,5625.0,match,
DBS_NetProfit_2019,DBS,NetProfit,2019,S$m,,,6391,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,6391,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,6391.0,match,
DBS_NetProfit_2020,DBS,NetProfit,2020,S$m,,,4721,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,4721,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,4721.0,match,
DBS_NetProfit_2021,DBS,NetProfit,2021,S$m,6800,,6801,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,6801,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,6801.0,match,
DBS_NetProfit_2022,DBS,NetProfit,2022,S$m,,,8193,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,8193,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,8193.0,match,
DBS_NetProfit_2023,DBS,NetProfit,2023,S$m,10300,,10286,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,10286,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,10286.0,match,
DBS_NetProfit_2024,DBS,NetProfit,2024,S$m,11400,,11408,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,11408,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,11408.0,match,
DBS_NetProfit_2025,DBS,NetProfit,2025,S$m,11000,,11033,DBS AR five-year summary / 4Q Performance Summary,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,11033,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,11033.0,match,
OCBC_NetProfit_2016,OCBC,NetProfit,2016,S$m,,,3473,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,3473,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,3473.0,match,
OCBC_NetProfit_2017,OCBC,NetProfit,2017,S$m,,,4045,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,4146,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,4146,resolved,cl as-first-reported; px 4045 = SFRS(I)/GE restated (B6) - footnote
OCBC_NetProfit_2018,OCBC,NetProfit,2018,S$m,,,4492,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,4492,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,4492.0,match,
OCBC_NetProfit_2019,OCBC,NetProfit,2019,S$m,,,4869,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,4869,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,4869.0,match,
OCBC_NetProfit_2020,OCBC,NetProfit,2020,S$m,,,3586,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,3586,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,3586.0,match,
OCBC_NetProfit_2021,OCBC,NetProfit,2021,S$m,4860,,4858,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,4858,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,4858.0,match,
OCBC_NetProfit_2022,OCBC,NetProfit,2022,S$m,5750,ORIGINAL; restated=5526,5526,OCBC AR / Media Release,"Tier-1 primary; restated basis 5,526 (original 5,748); restated adopted per SOP.",20260716-001 PxClOpus4.8,5526,OCBC FY23 Media Release (SFRS17-restated),,20260716-001 CwClOpus4.8,5526.0,match,
OCBC_NetProfit_2023,OCBC,NetProfit,2023,S$m,,,7021,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,7021,OCBC FY23 Media Release,,20260716-001 CwClOpus4.8,7021.0,match,
OCBC_NetProfit_2024,OCBC,NetProfit,2024,S$m,,,7587,OCBC AR / Media Release,Tier-1 primary; net profit attributable to shareholders,20260716-001 PxClOpus4.8,7587,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,7587.0,match,
OCBC_NetProfit_2025,OCBC,NetProfit,2025,S$m,7420,,7422,OCBC AR / Media Release,"Tier-1 primary; OCBC FY25 Media Release. Checksum 7,700 disagrees; bank value adopted per SOP.",20260716-001 PxClOpus4.8,7422,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,7422.0,match,
UOB_NetProfit_2016,UOB,NetProfit,2016,S$m,,,3096,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,3096,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,3096.0,match,
UOB_NetProfit_2017,UOB,NetProfit,2017,S$m,,,3390,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,3390,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,3390.0,match,
UOB_NetProfit_2018,UOB,NetProfit,2018,S$m,,,4008,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,4008,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,4008.0,match,
UOB_NetProfit_2019,UOB,NetProfit,2019,S$m,,,4343,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,4343,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,4343.0,match,
UOB_NetProfit_2020,UOB,NetProfit,2020,S$m,,,2915,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,2915,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,2915.0,match,
UOB_NetProfit_2021,UOB,NetProfit,2021,S$m,4075,,4075,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,4075,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,4075.0,match,
UOB_NetProfit_2022,UOB,NetProfit,2022,S$m,,,4573,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,4573,UOB cond FS 4Q23,,20260716-001 CwClOpus4.8,4573.0,match,
UOB_NetProfit_2023,UOB,NetProfit,2023,S$m,5710,reported; core=6060,5711,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,5711,UOB cond FS 4Q23 / CFO deck,,20260716-001 CwClOpus4.8,5711.0,match,
UOB_NetProfit_2024,UOB,NetProfit,2024,S$m,,,6045,UOB AR / Financial Highlights / News Release,Tier-1 primary; attributable net profit as reported,20260716-001 PxClOpus4.8,6045,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,6045.0,match,
UOB_NetProfit_2025,UOB,NetProfit,2025,S$m,4680,,4682,UOB AR / Financial Highlights / News Release,"Tier-1 primary; FY2025 −23% YoY reflects ~S$2.0bn pre-emptive general allowances 3Q2025 (provisioning artefact). Operating profit only −4% (7,984→7,651). B5 flag.",20260716-001 PxClOpus4.8,4682,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,4682.0,match,
DBS_ROE_2016,DBS,ROE,2016,%,,,10.1,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,10.1,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,10.1,match,
DBS_ROE_2017,DBS,ROE,2017,%,,,9.7,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,9.7,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,9.7,match,
DBS_ROE_2018,DBS,ROE,2018,%,12.1,,12.1,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,12.1,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,12.1,match,
DBS_ROE_2019,DBS,ROE,2019,%,,,13.2,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,13.2,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,13.2,match,
DBS_ROE_2020,DBS,ROE,2020,%,,,9.1,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,9.1,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,9.1,match,
DBS_ROE_2021,DBS,ROE,2021,%,12.5,,12.5,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,12.5,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,12.5,match,
DBS_ROE_2022,DBS,ROE,2022,%,15.0,,15.0,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,15.0,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,15.0,match,
DBS_ROE_2023,DBS,ROE,2023,%,18.0,,18.0,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,18.0,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,18.0,match,
DBS_ROE_2024,DBS,ROE,2024,%,18.0,,18.0,DBS AR / 4Q Performance Summary,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,18.0,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,18.0,match,
DBS_ROE_2025,DBS,ROE,2025,%,16.2,,16.2,DBS AR / 4Q Performance Summary,Tier-1 primary; poison pill PASS — FY2025 ROE = 16.2% (not 16.5%),20260716-001 PxClOpus4.8,16.2,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,16.2,match,
OCBC_ROE_2016,OCBC,ROE,2016,%,,,10.0,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,10.0,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,10.0,match,
OCBC_ROE_2017,OCBC,ROE,2017,%,,,11.0,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,11.2,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,11.2,resolved,cl original; px 11.0 restated - footnote
OCBC_ROE_2018,OCBC,ROE,2018,%,,,11.5,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,11.5,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,11.5,match,
OCBC_ROE_2019,OCBC,ROE,2019,%,,,11.2,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,11.4,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,11.4,resolved,cl; px 11.2 (avg-vs-period-end equity or restated)
OCBC_ROE_2020,OCBC,ROE,2020,%,,,7.6,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,7.6,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,7.6,match,
OCBC_ROE_2021,OCBC,ROE,2021,%,9.6,,9.6,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,9.6,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,9.6,match,
OCBC_ROE_2022,OCBC,ROE,2022,%,,,11.1,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,11.1,OCBC FY23 Media Release (SFRS17-restated),,20260716-001 CwClOpus4.8,11.1,match,
OCBC_ROE_2023,OCBC,ROE,2023,%,,,13.7,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,13.7,OCBC FY23 Media Release,,20260716-001 CwClOpus4.8,13.7,match,
OCBC_ROE_2024,OCBC,ROE,2024,%,,,13.7,OCBC AR / Media Release,Tier-1 primary; group ROE as printed,20260716-001 PxClOpus4.8,13.7,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,13.7,match,
OCBC_ROE_2025,OCBC,ROE,2025,%,12.6,,12.6,OCBC AR / Media Release,Tier-1 primary; OCBC FY25 Media Release. Checksum 13.5 disagrees; bank value adopted per SOP.,20260716-001 PxClOpus4.8,12.6,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,12.6,match,
UOB_ROE_2016,UOB,ROE,2016,%,,,10.2,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,10.2,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,10.2,match,
UOB_ROE_2017,UOB,ROE,2017,%,,,10.2,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,10.2,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,10.2,match,
UOB_ROE_2018,UOB,ROE,2018,%,,,11.3,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,11.3,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,11.3,match,
UOB_ROE_2019,UOB,ROE,2019,%,,,11.6,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,11.6,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,11.6,match,
UOB_ROE_2020,UOB,ROE,2020,%,,,7.4,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,7.4,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,7.4,match,
UOB_ROE_2021,UOB,ROE,2021,%,10.2,,10.2,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,10.2,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,10.2,match,
UOB_ROE_2022,UOB,ROE,2022,%,,,11.9,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,11.9,UOB cond FS 4Q23,,20260716-001 CwClOpus4.8,11.9,match,
UOB_ROE_2023,UOB,ROE,2023,%,,,13.4,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,,UOB cond FS 4Q23 / CFO deck,,,13.4,single-px,
UOB_ROE_2024,UOB,ROE,2024,%,,,13.3,UOB AR / Financial Highlights / News Release,Tier-1 primary; group ROE as printed (as-originally-reported),20260716-001 PxClOpus4.8,13.3,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,13.3,match,
UOB_ROE_2025,UOB,ROE,2025,%,10.1,CHECKSUM 10.1 vs filing 9.6 - unresolved,9.6,UOB AR / Financial Highlights / News Release,Tier-1 primary; UOB 5-yr highlights = 9.6% (FY25 depressed by 3Q25 provisions),20260716-001 PxClOpus4.8,9.6,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,9.6,match,
DBS_BVPS_2016,DBS,BVPS,2016,S$,,,16.87,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,16.87,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,16.87,match,
DBS_BVPS_2017,DBS,BVPS,2017,S$,,,17.85,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,17.85,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,17.85,match,
DBS_BVPS_2018,DBS,BVPS,2018,S$,,,18.12,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,18.12,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,18.12,match,
DBS_BVPS_2019,DBS,BVPS,2019,S$,,,19.17,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,19.17,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,19.17,match,
DBS_BVPS_2020,DBS,BVPS,2020,S$,,,20.08,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,20.08,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,20.08,match,
DBS_BVPS_2021,DBS,BVPS,2021,S$,,,19.52,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed (bonus-issue adjusted — B7 basis flag),20260716-001 PxClOpus4.8,21.47,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,21.47,resolved,as-reported; px 19.52 = bonus-adjusted (/1.1) B7
DBS_BVPS_2022,DBS,BVPS,2022,S$,,,19.25,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed (bonus-issue adjusted — B7 basis flag),20260716-001 PxClOpus4.8,21.17,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,21.17,resolved,as-reported; px 19.25 = bonus-adjusted B7
DBS_BVPS_2023,DBS,BVPS,2023,S$,,,21.03,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,23.14,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,23.14,resolved,as-reported; px 21.03 = bonus-adjusted B7 - pair with RAW price for P/B
DBS_BVPS_2024,DBS,BVPS,2024,S$,,,23.38,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,23.38,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,23.38,match,
DBS_BVPS_2025,DBS,BVPS,2025,S$,,,24.29,DBS AR / 4Q Performance Summary,Tier-1 primary; net asset value per share as printed,20260716-001 PxClOpus4.8,24.29,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,24.29,match,
OCBC_BVPS_2016,OCBC,BVPS,2016,S$,,,8.49,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,8.49,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,8.49,match,
OCBC_BVPS_2017,OCBC,BVPS,2017,S$,,,8.96,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,8.96,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,8.96,match,
OCBC_BVPS_2018,OCBC,BVPS,2018,S$,,,9.56,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,9.56,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,9.56,match,
OCBC_BVPS_2019,OCBC,BVPS,2019,S$,,,10.38,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,10.38,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,10.38,match,
OCBC_BVPS_2020,OCBC,BVPS,2020,S$,,,10.82,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,10.82,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,10.82,match,
OCBC_BVPS_2021,OCBC,BVPS,2021,S$,,,11.46,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,11.46,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,11.46,match,
OCBC_BVPS_2022,OCBC,BVPS,2022,S$,,,10.99,OCBC AR / Media Release,Tier-1 primary; restated basis (SFRS(I) 17).,20260716-001 PxClOpus4.8,10.99,OCBC FY23 Media Release (SFRS17-restated),,20260716-001 CwClOpus4.8,10.99,match,
OCBC_BVPS_2023,OCBC,BVPS,2023,S$,,,11.77,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,11.77,OCBC FY23 Media Release,,20260716-001 CwClOpus4.8,11.77,match,
OCBC_BVPS_2024,OCBC,BVPS,2024,S$,,,12.8,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,12.8,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,12.8,match,
